Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2026-05-29,V (Oct 2026),22.1500,22.2300,22.0200,22.1000,22.1243,-0.1339,2576,0,17763
2026-06-01,V (Oct 2026),22.1000,22.3700,22.0500,22.3500,22.325,0.2007,4517,0,18707
2026-06-02,V (Oct 2026),22.3600,22.4000,22.2000,22.2800,22.2994,-0.0256,3318,0,18702
2026-06-03,V (Oct 2026),22.2600,22.4500,22.2500,22.4200,22.4008,0.1014,2851,0,18734
2026-06-04,V (Oct 2026),22.4400,22.4800,22.1500,22.2100,22.1709,-0.2299,4184,0,18758
2026-06-05,V (Oct 2026),22.2000,22.5800,22.2000,22.5000,22.377,0.2061,7889,0,19381
2026-06-08,V (Oct 2026),22.5000,22.5600,21.9000,22.1500,22.1077,-0.2693,10800,320,18546
2026-06-09,V (Oct 2026),22.2000,22.6300,22.0000,22.2100,22.2515,0.1438,8290,305,19402
2026-06-10,V (Oct 2026),22.2600,22.7000,22.2000,22.6300,22.5997,0.3482,6157,179,20591
2026-06-11,V (Oct 2026),22.7000,23.0700,22.1500,22.2300,22.20,-0.3997,10055,0,21865
2026-06-12,V (Oct 2026),22.3000,22.3000,21.8500,21.9500,21.925,-0.275,6319,0,21646
2026-06-15,V (Oct 2026),21.7500,21.9000,21.3500,21.4500,21.3998,-0.5252,6697,0,21403
2026-06-16,V (Oct 2026),21.4600,21.6200,21.4000,21.5500,21.5388,0.1390,6373,0,21625
2026-06-17,V (Oct 2026),21.4600,21.9500,21.3700,21.6800,21.7933,0.2545,6306,0,21777
2026-06-18,V (Oct 2026),21.5500,21.6100,21.3500,21.4000,21.4074,-0.3859,6306,0,21073
2026-06-22,V (Oct 2026),21.4300,21.5300,21.0800,21.2500,21.2632,-0.1442,5404,0,21038
2026-06-23,V (Oct 2026),21.2500,21.6700,21.2300,21.3600,21.4538,0.1906,8164,0,20920
2026-06-24,V (Oct 2026),21.4000,21.4800,21.1000,21.1000,21.3003,-0.1535,7118,0,20384
2026-06-25,V (Oct 2026),21.0500,21.2000,20.9000,20.9500,21.0067,-0.2936,12718,0,22970
2026-06-26,V (Oct 2026),21.0000,21.3100,20.8700,21.1000,21.0124,0.0057,5938,0,24990
2026-06-29,V (Oct 2026),21.1000,21.1000,20.6500,20.7100,20.7081,-0.3043,5558,0,23202
2026-06-30,V (Oct 2026),20.7500,20.7800,20.4000,20.4300,20.4355,-0.2726,5465,0,24085
2026-07-01,V (Oct 2026),20.4500,20.5800,20.3000,20.5000,20.4532,0.0177,4968,0,24910
2026-07-02,V (Oct 2026),20.5000,20.6500,20.2600,20.5000,20.4017,-0.0515,5492,0,25218
2026-07-06,V (Oct 2026),20.5100,20.5200,20.1500,20.2700,20.2819,-0.1198,6062,0,26134
2026-07-07,V (Oct 2026),20.2500,20.5000,20.2000,20.3300,20.3756,0.0937,4838,10,25810
2026-07-08,V (Oct 2026),20.4500,20.8500,20.2500,20.5000,20.3755,-0.0001,8174,0,26983
2026-07-09,V (Oct 2026),20.5000,20.5000,20.2500,20.3600,20.3936,0.0181,6388,0,27636
2026-07-10,V (Oct 2026),20.4000,20.5800,20.2000,20.2600,20.3151,-0.0785,6682,0,27835
2026-07-13,V (Oct 2026),20.3400,20.6000,20.2400,20.4900,20.4488,0.1337,6735,0,28141
2026-07-14,V (Oct 2026),20.4400,20.5700,20.1700,20.3600,20.3535,-0.0953,5547,0,28683
2026-07-15,V (Oct 2026),20.3500,20.4300,20.1000,20.1700,20.165,-0.1885,5173,0,28811
2026-07-16,V (Oct 2026),20.1500,20.4500,20.1200,20.4000,20.325,0.160,6859,0,30118
2026-07-17,V (Oct 2026),20.4000,20.9200,20.4000,20.6700,20.6588,0.3338,10966,0,31149
2026-07-20,V (Oct 2026),20.7000,20.7300,20.2000,20.5300,20.4529,-0.2059,9555,0,31927
2026-07-21,V (Oct 2026),20.5400,20.5800,20.1500,20.3200,20.3423,-0.1106,13309,0,32330
2026-07-22,V (Oct 2026),20.3000,20.5500,20.3000,20.4000,20.4316,0.0893,12967,150,33072
2026-07-23,V (Oct 2026),20.4500,21.2000,20.4000,20.8100,20.9009,0.4693,15013,0,32976
2026-07-24,V (Oct 2026),20.9000,20.9700,20.5800,20.8000,20.7883,-0.1126,11346,0,32982
2026-07-27,V (Oct 2026),20.7600,20.8500,20.3700,20.6000,20.6021,-0.1862,13064,0,33884
2026-07-28,V (Oct 2026),20.5700,20.7300,20.4000,20.5100,20.5002,-0.1019,10491,0,34255
2026-07-29,V (Oct 2026),20.5000,21.3200,20.3500,21.1700,21.0619,0.5617,23641,650,35740
2026-07-30,V (Oct 2026),21.2000,21.2000,20.4500,20.6000,20.5997,-0.4622,15930,0,36045
2026-07-31,V (Oct 2026),20.5500,20.8500,20.2500,20.3800,20.3049,-0.2948,14030,0,36759
2026-08-03,V (Oct 2026),20.1500,20.2500,19.9500,20.1600,20.2239,-0.0810,13057,0,37371
2026-08-04,V (Oct 2026),20.1800,20.3200,19.9500,20.3000,20.2544,0.0305,13695,0,38948
2026-08-05,V (Oct 2026),20.2600,20.3500,19.7700,19.9200,19.8928,-0.3616,19165,0,39379
2026-08-06,V (Oct 2026),19.9200,20.0100,19.7000,19.8700,19.7871,-0.1057,15274,0,40200
2026-08-07,V (Oct 2026),19.9100,20.0200,19.8400,19.9600,19.9989,0.2118,16433,0,41225
2026-08-10,V (Oct 2026),19.9500,20.0000,19.8100,19.9500,19.9441,-0.0548,14430,0,43163
2026-08-11,V (Oct 2026),19.9200,20.0000,19.7800,19.8100,19.8004,-0.1437,10260,0,43793
2026-08-12,V (Oct 2026),19.8000,19.8500,19.4000,19.5100,19.499,-0.3014,20866,0,47640
2026-08-13,V (Oct 2026),19.5500,19.7000,19.4200,19.5800,19.5984,0.0994,20033,0,50785
2026-08-14,V (Oct 2026),19.5900,19.6600,19.4700,19.5600,19.575,-0.0234,15518,0,52466
2026-08-17,V (Oct 2026),19.5600,19.9000,19.4800,19.7500,19.7501,0.1751,26952,0,57764
2026-08-18,V (Oct 2026),19.7700,19.9500,19.6900,19.8000,19.7247,-0.0254,27995,0,59913
2026-08-19,V (Oct 2026),19.7800,19.8500,19.3000,19.3600,19.3886,-0.3361,43993,0,66130
2026-08-20,V (Oct 2026),19.3500,19.6000,19.2500,19.4100,19.4505,0.0619,40344,146,68168
2026-08-21,V (Oct 2026),19.4000,19.4200,19.0700,19.1100,19.1499,-0.3006,45567,78,73138
2026-08-24,V (Oct 2026),19.2000,19.2000,19.0000,19.1200,19.1282,-0.0217,38430,611,77109
2026-08-25,V (Oct 2026),19.1000,19.1700,18.9000,18.9300,18.9246,-0.2036,33390,0,81132
2026-08-26,V (Oct 2026),18.9000,19.0000,18.7500,18.7800,18.8535,-0.0711,34816,110,86389
2026-08-27,V (Oct 2026),18.7700,18.8500,18.4500,18.5500,18.5279,-0.3256,43179,306,93439
2026-08-28,V (Oct 2026),18.5500,18.8000,18.4500,18.7300,18.7002,0.1723,67954,172,103215
2026-08-31,V (Oct 2026),18.7500,19.0500,18.4000,18.4200,18.4425,-0.2577,45999,0,110883
2026-09-01,V (Oct 2026),18.4200,18.9500,18.3700,18.8100,18.8535,0.4110,71864,0,123472
2026-09-02,V (Oct 2026),18.8100,18.9000,18.3000,18.4200,18.385,-0.4685,59935,337,133964
2026-09-03,V (Oct 2026),18.4500,18.5000,18.0500,18.1000,18.1013,-0.2837,62304,709,144340
2026-09-04,V (Oct 2026),18.0600,18.1500,17.8500,18.0700,18.1384,0.0371,62163,0,153579
2026-09-08,V (Oct 2026),18.0300,18.4500,18.0000,18.4500,18.402,0.2636,88431,414,169390
2026-09-09,V (Oct 2026),18.4200,18.7000,18.3000,18.6200,18.6248,0.2228,84405,33,183312
2026-09-10,V (Oct 2026),18.6000,19.1700,18.4500,19.0700,19.1305,0.5057,90905,0,192506
2026-09-11,V (Oct 2026),19.0500,19.1000,18.2500,18.4500,18.3595,-0.7710,101522,0,207219
2026-09-14,V (Oct 2026),18.7000,19.6000,18.4000,18.4700,18.5041,0.1446,99131,0,221280
2026-09-15,V (Oct 2026),18.4700,18.9000,18.3500,18.4500,18.5473,0.0432,108187,444,233382
2026-09-16,V (Oct 2026),18.5000,19.2000,18.2500,18.7000,18.7253,0.1780,108516,590,229934
2026-09-17,V (Oct 2026),18.7500,18.8800,17.8800,18.0000,17.9719,-0.7534,84073,1250,228051
2026-09-18,V (Oct 2026),18.0000,18.3000,17.8000,18.0000,18.0411,0.0692,68215,0,227566
