Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2026-05-07,Z (Dec 2026),22.4500,22.6000,22.4500,22.5000,22.5066,-0.1184,206,0,2130
2026-05-08,Z (Dec 2026),22.4100,22.6500,22.4100,22.5700,22.55,0.0434,447,0,2357
2026-05-11,Z (Dec 2026),22.5500,22.8100,22.5500,22.8100,22.775,0.225,84,0,2398
2026-05-12,Z (Dec 2026),22.8500,22.9000,22.7000,22.7500,22.725,-0.050,93,0,2422
2026-05-13,Z (Dec 2026),22.7500,22.9500,22.7500,22.9500,22.9364,0.2114,230,0,2562
2026-05-14,Z (Dec 2026),22.9000,23.0700,22.7700,22.8500,22.85,-0.0864,709,0,2984
2026-05-15,Z (Dec 2026),23.0000,23.1000,22.7500,22.7500,22.775,-0.075,242,0,3079
2026-05-18,Z (Dec 2026),22.6600,22.8200,22.6000,22.6500,22.7212,-0.0538,583,0,3321
2026-05-19,Z (Dec 2026),22.6500,22.7500,22.5300,22.7000,22.675,-0.0462,1570,0,3967
2026-05-20,Z (Dec 2026),22.7000,22.7500,22.5000,22.5700,22.575,-0.100,769,0,4405
2026-05-21,Z (Dec 2026),22.5700,22.6000,22.3500,22.4200,22.425,-0.150,582,0,4701
2026-05-22,Z (Dec 2026),22.4000,22.5700,22.4000,22.5200,22.518,0.093,697,0,4974
2026-05-26,Z (Dec 2026),22.4500,22.4500,22.2500,22.3000,22.35,-0.168,541,0,5137
2026-05-27,Z (Dec 2026),22.3400,22.3700,22.1000,22.1500,22.175,-0.175,690,0,5341
2026-05-28,Z (Dec 2026),22.1500,22.3500,22.0000,22.0500,22.1047,-0.0703,747,0,5604
2026-05-29,Z (Dec 2026),22.0000,22.1000,21.9500,21.9500,21.975,-0.1297,519,0,5744
2026-06-01,Z (Dec 2026),21.9500,22.2000,21.9500,22.1600,22.1413,0.1663,767,0,6003
2026-06-02,Z (Dec 2026),22.2000,22.2100,22.0500,22.0700,22.075,-0.0663,2098,0,6596
2026-06-03,Z (Dec 2026),22.0500,22.2500,22.0400,22.2500,22.225,0.150,1698,0,7384
2026-06-04,Z (Dec 2026),22.2200,22.3000,22.0000,22.0500,22.025,-0.200,1302,0,7838
2026-06-05,Z (Dec 2026),22.0500,22.4000,22.0500,22.2500,22.1011,0.0761,3048,0,7514
2026-06-08,Z (Dec 2026),22.2800,22.2800,21.8000,22.0200,21.9751,-0.1260,1590,0,7997
2026-06-09,Z (Dec 2026),22.0600,22.4200,21.8700,22.1100,22.156,0.1809,2083,0,8386
2026-06-10,Z (Dec 2026),21.9800,22.4500,21.9800,22.4000,22.40,0.244,2020,0,8701
2026-06-11,Z (Dec 2026),22.4200,22.7500,21.9500,22.0500,22.025,-0.375,1589,0,9244
2026-06-12,Z (Dec 2026),22.0300,22.1500,21.9000,21.9300,21.975,-0.050,1558,0,9835
2026-06-15,Z (Dec 2026),21.7200,21.8500,21.5500,21.6200,21.625,-0.350,2139,0,10485
2026-06-16,Z (Dec 2026),21.6500,21.8500,21.6000,21.7900,21.7971,0.1721,2288,0,11584
2026-06-17,Z (Dec 2026),21.8000,22.1000,21.7000,21.8500,21.9735,0.1764,2622,0,11841
2026-06-18,Z (Dec 2026),21.8500,21.8500,21.6500,21.6700,21.6852,-0.2883,1950,0,12376
2026-06-22,Z (Dec 2026),21.7000,21.7500,21.4700,21.5700,21.6189,-0.0663,1657,0,12600
2026-06-23,Z (Dec 2026),21.6000,21.8500,21.5500,21.5600,21.6186,-0.0003,2639,0,12902
2026-06-24,Z (Dec 2026),21.5800,21.6000,21.3100,21.3200,21.475,-0.1436,2423,0,13165
2026-06-25,Z (Dec 2026),21.2500,21.3700,21.1000,21.1500,21.175,-0.300,2291,0,13448
2026-06-26,Z (Dec 2026),21.1200,21.3600,21.0500,21.2200,21.175,0.000,2244,0,13464
2026-06-29,Z (Dec 2026),21.2000,21.2500,20.8700,20.9900,20.9807,-0.1943,1781,0,13326
2026-06-30,Z (Dec 2026),21.0000,21.0200,20.6500,20.7300,20.7041,-0.2766,2751,0,13701
2026-07-01,Z (Dec 2026),20.7400,20.8000,20.6200,20.7600,20.725,0.0209,1892,0,13910
2026-07-02,Z (Dec 2026),20.7500,20.8200,20.6000,20.7400,20.75,0.025,2072,0,14055
2026-07-06,Z (Dec 2026),20.8000,20.8000,20.5000,20.5700,20.572,-0.178,3150,0,14600
2026-07-07,Z (Dec 2026),20.5600,20.7500,20.5000,20.6400,20.6992,0.1272,2215,0,14834
2026-07-08,Z (Dec 2026),20.7000,21.0000,20.5500,20.6700,20.625,-0.0742,3175,0,14901
2026-07-09,Z (Dec 2026),20.7000,20.7000,20.5200,20.6300,20.6638,0.0388,1738,0,15369
2026-07-10,Z (Dec 2026),20.6300,20.8500,20.5200,20.6200,20.6753,0.0115,1816,0,15824
2026-07-13,Z (Dec 2026),20.7500,20.8500,20.6500,20.7700,20.7861,0.1108,2258,0,16080
2026-07-14,Z (Dec 2026),20.7200,20.8300,20.5700,20.7200,20.7008,-0.0853,1450,0,16118
2026-07-15,Z (Dec 2026),20.6700,20.7800,20.5200,20.5500,20.5718,-0.1290,1225,0,16123
2026-07-16,Z (Dec 2026),20.5500,20.8000,20.5300,20.7700,20.725,0.1532,1859,0,16424
2026-07-17,Z (Dec 2026),20.7500,21.1300,20.7500,20.9900,21.037,0.312,3669,0,16952
2026-07-20,Z (Dec 2026),21.0000,21.0500,20.6000,20.8600,20.7954,-0.2416,4046,0,17151
2026-07-21,Z (Dec 2026),20.9000,20.9000,20.6500,20.7700,20.7987,0.0033,4911,0,17088
2026-07-22,Z (Dec 2026),20.7400,20.9200,20.7400,20.8000,20.881,0.0823,2887,0,17531
2026-07-23,Z (Dec 2026),20.9000,21.3300,20.8500,21.1300,21.1924,0.3114,4143,0,17951
2026-07-24,Z (Dec 2026),21.2000,21.2500,21.0000,21.1800,21.1527,-0.0397,4665,0,18460
2026-07-27,Z (Dec 2026),21.1000,21.2000,20.9000,20.9800,20.975,-0.1777,3671,0,18321
2026-07-28,Z (Dec 2026),20.9700,21.0500,20.8000,20.9000,20.925,-0.050,3609,0,18728
2026-07-29,Z (Dec 2026),20.9000,21.4700,20.8000,21.3500,21.2505,0.3255,9379,0,21260
2026-07-30,Z (Dec 2026),21.3800,21.4000,20.9400,21.0200,21.0494,-0.2011,4321,0,21438
2026-07-31,Z (Dec 2026),21.0200,21.2000,20.8000,20.8600,20.9083,-0.1411,5104,0,21994
2026-08-03,Z (Dec 2026),20.7000,20.8000,20.5500,20.7200,20.80,-0.1083,4778,0,22229
2026-08-04,Z (Dec 2026),20.7500,20.8000,20.6000,20.7600,20.7506,-0.0494,4299,78,22941
2026-08-05,Z (Dec 2026),20.7700,20.7700,20.4000,20.4800,20.5007,-0.2499,6834,0,24175
2026-08-06,Z (Dec 2026),20.4700,20.5500,20.3500,20.5000,20.4991,-0.0016,3545,0,24417
2026-08-07,Z (Dec 2026),20.5500,20.6500,20.4500,20.5900,20.6103,0.1112,4317,0,25426
2026-08-10,Z (Dec 2026),20.5600,20.6500,20.5000,20.6000,20.5598,-0.0505,6785,0,26278
2026-08-11,Z (Dec 2026),20.6000,20.6500,20.4500,20.5100,20.525,-0.0348,3882,0,27126
2026-08-12,Z (Dec 2026),20.5000,20.5100,20.2500,20.3200,20.3227,-0.2023,3964,0,28052
2026-08-13,Z (Dec 2026),20.3400,20.4300,20.2000,20.3600,20.3567,0.0340,5820,0,26974
2026-08-14,Z (Dec 2026),20.3900,20.4200,20.3000,20.4000,20.375,0.0183,3521,0,27338
2026-08-17,Z (Dec 2026),20.4000,20.6300,20.3500,20.5700,20.575,0.200,3726,0,27992
2026-08-18,Z (Dec 2026),20.5400,20.7000,20.5000,20.5800,20.5206,-0.0544,6885,0,29911
2026-08-19,Z (Dec 2026),20.5500,20.6000,20.2500,20.2900,20.2988,-0.2218,7032,0,31344
2026-08-20,Z (Dec 2026),20.3000,20.4100,20.2000,20.3200,20.3457,0.0469,5487,0,31733
2026-08-21,Z (Dec 2026),20.3300,20.3300,20.0500,20.0600,20.0995,-0.2462,5079,0,32579
2026-08-24,Z (Dec 2026),20.0500,20.1100,19.9700,20.0000,20.0294,-0.0701,2872,0,32704
2026-08-25,Z (Dec 2026),19.9900,20.0300,19.8000,19.8700,19.85,-0.1794,3632,0,32937
2026-08-26,Z (Dec 2026),19.8500,19.9000,19.6900,19.7100,19.7494,-0.1006,3860,0,33392
2026-08-27,Z (Dec 2026),19.6500,19.7200,19.4500,19.5200,19.4975,-0.2519,4376,0,33702
2026-08-28,Z (Dec 2026),19.5000,19.6000,19.4200,19.5600,19.5021,0.0046,6728,0,34254
2026-08-31,Z (Dec 2026),19.6000,19.7200,19.2300,19.2600,19.25,-0.2521,5581,0,35004
2026-09-01,Z (Dec 2026),19.2000,19.5100,19.1900,19.4100,19.4024,0.1524,12328,0,37018
2026-09-02,Z (Dec 2026),19.4500,19.4700,19.1500,19.2500,19.246,-0.1564,8613,0,37927
2026-09-03,Z (Dec 2026),19.2500,19.3000,19.0000,19.0800,19.0998,-0.1462,9368,0,39863
2026-09-04,Z (Dec 2026),19.0500,19.0500,18.7800,19.0000,18.975,-0.1248,7013,0,41291
2026-09-08,Z (Dec 2026),18.9400,19.3500,18.8900,19.3000,19.2512,0.2762,12999,0,44177
2026-09-09,Z (Dec 2026),19.3700,19.5300,19.2500,19.4500,19.4338,0.1826,8489,0,45245
2026-09-10,Z (Dec 2026),19.4000,19.7000,19.3000,19.6400,19.643,0.2092,11556,0,45905
2026-09-11,Z (Dec 2026),19.6500,19.7000,19.2000,19.2700,19.2846,-0.3584,8671,0,46292
2026-09-14,Z (Dec 2026),19.5500,19.9200,19.2500,19.3100,19.3333,0.0487,11839,0,49473
2026-09-15,Z (Dec 2026),19.2700,19.5000,19.2000,19.2500,19.2952,-0.0381,14429,540,52411
2026-09-16,Z (Dec 2026),19.2600,19.6200,19.1000,19.4500,19.3545,0.0593,18477,405,55223
2026-09-17,Z (Dec 2026),19.4200,19.5100,19.0000,19.0500,19.025,-0.3295,14519,260,56375
2026-09-18,Z (Dec 2026),19.0200,19.2000,18.9500,19.0600,19.125,0.100,10044,0,57685
