scenario,spx_ret,idx,expiry,strike,type,qty,tenor,fwd,fwd_shocked,vol,vol_source,vol_shocked,base_price,price_vol_fixed,price_vol_shocked,pnl_vol_fixed,pnl_vol_shocked
-40%,-0.4,0,2026-10-21,20,C,100,33,17.84074655844156,91.18567311276487,0.93651,ATM curve (fallback),1.8816419329213643,1.205154533527861,70.92869953278962,70.95490318898294,6972.354499926176,6974.974865545508
-40%,-0.4,1,2026-10-21,30,C,-200,33,17.84074655844156,91.18567311276487,0.93651,ATM curve (fallback),1.8816419329213643,0.08191882964376981,60.964929283686,61.23122762692856,-12176.602090808447,-12229.861759456959
-40%,-0.4,2,2026-11-18,25,C,100,61,18.696715095238087,79.04488789142405,0.7764633333333333,ATM curve (fallback),1.5744888892835471,0.6605384455215606,53.68529290141737,54.08637952614509,5302.475445589581,5342.584108062353
-40%,-0.4,3,2026-11-18,16,P,-100,61,18.696715095238087,79.04488789142405,0.7764633333333333,ATM curve (fallback),1.5744888892835471,1.0874645563163843,4.975231836719573e-07,0.04618132469405668,108.74640587932005,104.12832316223275
-40%,-0.4,4,2026-12-16,22,C,-100,89,19.131337761904764,68.7857873732344,0.7278366666666667,ATM curve (fallback),1.4016524227179799,1.6980428622111705,46.33449061176954,46.86176334356226,-4463.644774955837,-4516.372048135109
-40%,-0.4,5,2027-01-20,30,C,50,124,19.86506819047619,58.776367366988026,0.6773666666666667,ATM curve (fallback),1.2227434112771856,0.7187344398087057,28.680244567301255,31.017331483697827,1398.0755063746274,1514.929852194456
-35%,-0.35,0,2026-10-21,20,C,100,33,17.84074655844156,80.7554502157568,0.93651,ATM curve (fallback),1.8710004215808467,1.205154533527861,60.53612944952531,60.58247773424919,5933.097491599745,5937.732320072133
-35%,-0.35,1,2026-10-21,30,C,-200,33,17.84074655844156,80.7554502157568,0.93651,ATM curve (fallback),1.8710004215808467,0.08191882964376981,50.5729773035827,50.99451511987377,-10098.211694787786,-10182.519258045999
-35%,-0.35,2,2026-11-18,25,C,100,61,18.696715095238087,70.46290515230199,0.7764633333333333,ATM curve (fallback),1.5655036908071631,0.6605384455215606,45.161907842304814,45.73072825963346,4450.136939678326,4507.01898141119
-35%,-0.35,3,2026-11-18,16,P,-100,61,18.696715095238087,70.46290515230199,0.7764633333333333,ATM curve (fallback),1.5655036908071631,1.0874645563163843,3.112498671903501e-06,0.07142715387552095,108.74614438177123,101.60374024408634
-35%,-0.35,4,2026-12-16,22,C,-100,89,19.131337761904764,61.72453581017183,0.7278366666666667,ATM curve (fallback),1.3940657379815158,1.6980428622111705,39.346724136332,40.04656465249555,-3764.868127412083,-3834.852179028438
-35%,-0.35,5,2027-01-20,30,C,50,124,19.86506819047619,53.242875921978694,0.6773666666666667,ATM curve (fallback),1.216602858185631,0.7187344398087057,23.42946319881157,26.116457291686178,1135.5364379501432,1269.8861425938735
-30%,-0.3,0,2026-10-21,20,C,100,33,17.84074655844156,70.71341987490774,0.93651,ATM curve (fallback),1.8532285829489326,1.205154533527861,50.53035696600794,50.612061460597324,4932.520243248008,4940.690692706947
-30%,-0.3,1,2026-10-21,30,C,-200,33,17.84074655844156,70.71341987490774,0.93651,ATM curve (fallback),1.8532285829489326,0.08191882964376981,40.57062197028194,41.2330640277104,-8097.740628127634,-8230.229039613327
-30%,-0.3,2,2026-11-18,25,C,100,61,18.696715095238087,62.20032707493148,0.7764633333333333,ATM curve (fallback),1.5504979747685002,0.6605384455215606,36.95982193484913,37.759906695266295,3629.928348932757,3709.9368249744734
-30%,-0.3,3,2026-11-18,16,P,-100,61,18.696715095238087,62.20032707493148,0.7764633333333333,ATM curve (fallback),1.5504979747685002,1.0874645563163843,1.9823324226463612e-05,0.10979453197378036,108.74447329921577,97.76700243426039
-30%,-0.3,4,2026-12-16,22,C,-100,89,19.131337761904764,54.926090260078894,0.7278366666666667,ATM curve (fallback),1.3813956075298113,1.6980428622111705,32.62772146065324,33.5461807432001,-3092.967859844207,-3184.8137880988925
-30%,-0.3,5,2027-01-20,30,C,50,124,19.86506819047619,47.91533023764323,0.6773666666666667,ATM curve (fallback),1.2063478375253323,0.7187344398087057,18.515005614054953,21.51864450535105,889.8135587123123,1039.995503277117
-25%,-0.25,0,2026-10-21,20,C,100,33,17.84074655844156,61.045134320295084,0.93651,ATM curve (fallback),1.8235487528710144,1.205154533527861,40.89704704455839,41.040107377802855,3969.1892511030533,3983.4952844274994
-25%,-0.25,1,2026-10-21,30,C,-200,33,17.84074655844156,61.045134320295084,0.93651,ATM curve (fallback),1.8235487528710144,0.08191882964376981,30.9552945622638,31.979913954120942,-6174.675146524006,-6379.599024895435
-25%,-0.25,2,2026-11-18,25,C,100,61,18.696715095238087,54.24526604067593,0.7764633333333333,ATM curve (fallback),1.5254377032091333,0.6605384455215606,29.07807441447425,30.18520016458103,2841.7535968952693,2952.466171905947
-25%,-0.25,3,2026-11-18,16,P,-100,61,18.696715095238087,54.24526604067593,0.7764633333333333,ATM curve (fallback),1.5254377032091333,1.0874645563163843,0.00012826451731625272,0.16689753786387027,108.73362917990681,92.0567018452514
-25%,-0.25,4,2026-12-16,22,C,-100,89,19.131337761904764,48.3806695956531,0.7278366666666667,ATM curve (fallback),1.3602358768648959,1.6980428622111705,26.18180858559988,27.362864272805837,-2448.376572338871,-2566.4821410594664
-25%,-0.25,5,2027-01-20,30,C,50,124,19.86506819047619,42.78606541438594,0.6773666666666667,ATM curve (fallback),1.1892214570226058,0.7187344398087057,14.000301229226414,17.22396694171676,664.0783394708853,825.2616250954027
-20%,-0.2,0,2026-10-21,20,C,100,33,17.84074655844156,51.73668349981806,0.93651,ATM curve (fallback),1.77398200112974,1.205154533527861,31.62297057978494,31.870754756569962,3041.781604625708,3066.56002230421
-20%,-0.2,1,2026-10-21,30,C,-200,33,17.84074655844156,51.73668349981806,0.93651,ATM curve (fallback),1.77398200112974,0.08191882964376981,21.768786994374175,23.294338470190993,-4337.373632946081,-4642.483928109445
-20%,-0.2,2,2026-11-18,25,C,100,61,18.696715095238087,46.58627686488222,0.7764633333333333,ATM curve (fallback),1.4835858376259736,0.6605384455215606,21.542859324742498,23.02429276161648,2088.232087922094,2236.375431609492
-20%,-0.2,3,2026-11-18,16,P,-100,61,18.696715095238087,46.58627686488222,0.7764633333333333,ATM curve (fallback),1.4835858376259736,1.0874645563163843,0.0008388185131757142,0.24931233672747424,108.66257378032086,83.815221958891
-20%,-0.2,4,2026-12-16,22,C,-100,89,19.131337761904764,42.07885672407593,0.7278366666666667,ATM curve (fallback),1.324898103231198,1.6980428622111705,20.034989628241355,21.49839768492555,-1833.6946766030185,-1980.0354822714378
-20%,-0.2,5,2027-01-20,30,C,50,124,19.86506819047619,37.8477018252267,0.6773666666666667,ATM curve (fallback),1.1606195732390185,0.7187344398087057,9.9735033604742,13.22880346678944,462.7384460332747,625.5034513490367
-15%,-0.15,0,2026-10-21,20,C,100,33,17.84074655844156,42.774675066388944,0.93651,ATM curve (fallback),1.6912031283487576,1.205154533527861,22.701096651553538,23.121666111599378,2149.5942118025678,2191.651157807152
