date,vov_30,vov_60,vov_90,vov_180
2008-09-24,86.66,79.16,66.02,
2008-09-25,82.96,77.45,64.68,
2008-09-26,87.81,78.99,65.05,
2008-09-29,99.86,87.93,72.08,
2008-09-30,92.23,80.33,68.0,
2008-10-01,89.76,80.51,67.96,
2008-10-02,95.29,83.47,69.72,
2008-10-03,94.68,82.47,69.73,
2008-10-06,104.82,86.97,70.84,
2008-10-07,106.47,85.04,69.66,
2008-10-08,104.99,87.88,72.34,
2008-10-09,108.05,87.57,74.99,
2008-10-10,116.0,97.15,78.09,
2008-10-14,105.64,93.55,74.65,
2008-10-15,114.93,98.11,75.32,
2008-10-16,119.48,106.9,86.26,
2008-10-17,117.45,102.68,79.91,
2008-10-20,115.98,102.09,84.39,
2008-10-21,114.28,102.34,83.09,
2008-10-22,123.31,109.98,91.85,
2008-10-23,121.61,107.08,89.76,
2008-10-24,128.09,113.23,87.54,
2008-10-27,134.87,116.59,91.45,
2008-10-28,127.46,112.73,92.19,
2008-10-29,124.73,110.56,91.32,
2008-10-30,121.52,108.36,90.7,
2008-10-31,116.94,104.29,88.06,
2008-11-03,116.19,102.13,86.78,
2008-11-04,116.29,100.81,85.83,
2008-11-05,117.03,102.15,86.22,
2008-11-06,125.0,106.08,89.99,
2008-11-07,116.37,103.05,87.92,
2008-11-10,116.53,101.75,86.95,
2008-11-11,114.11,100.4,85.9,
2008-11-12,123.26,101.38,86.9,
2008-11-13,117.12,99.21,85.4,
2008-11-14,118.34,96.82,82.33,
2008-11-17,115.1,95.85,82.39,
2008-11-18,106.9,93.13,80.81,
2008-11-19,102.48,88.8,80.27,
2008-11-20,106.71,89.87,79.36,
2008-11-21,99.48,86.59,76.72,
2008-11-24,92.31,81.75,75.32,
2008-11-25,90.28,80.82,74.42,
2008-11-26,89.32,77.87,72.39,
2008-11-28,88.41,77.95,72.76,
2008-12-01,90.49,78.6,71.65,
2008-12-02,87.08,77.63,70.69,
2008-12-03,84.72,76.91,70.28,
2008-12-04,83.94,76.02,69.76,
2008-12-05,82.9,76.45,70.74,
2008-12-08,82.1,75.62,70.06,
2008-12-09,80.75,74.46,68.9,
2008-12-10,86.46,73.03,68.46,
2008-12-11,88.68,73.2,61.39,
2008-12-12,86.27,72.29,68.63,
2008-12-15,82.03,71.21,67.99,
2008-12-16,79.99,71.02,68.46,
2008-12-17,75.17,68.73,66.84,
2008-12-18,81.26,70.15,67.19,
2008-12-19,87.69,69.44,66.41,
2008-12-22,87.04,71.97,66.76,
2008-12-23,86.39,71.26,66.54,
2008-12-24,85.1,70.28,66.34,
2008-12-26,83.74,70.71,66.74,
2008-12-29,83.96,71.85,66.11,
2008-12-30,80.89,69.89,65.61,
2008-12-31,85.6,70.63,65.24,
2009-01-02,84.41,71.13,65.34,
2009-01-05,90.89,76.92,68.82,
2009-01-06,90.33,77.33,69.96,
2009-01-07,93.99,82.08,74.03,
2009-01-08,93.14,83.62,75.49,
2009-01-09,91.52,81.04,74.02,
2009-01-12,93.26,81.97,74.7,
2009-01-13,92.5,77.9,87.9,
2009-01-14,99.88,88.83,82.79,
2009-01-15,96.44,87.25,80.62,
2009-01-16,98.79,86.54,79.28,
2009-01-20,104.02,90.16,81.92,
2009-01-21,100.81,86.15,80.44,
2009-01-22,98.87,86.05,79.7,
2009-01-23,95.7,84.64,78.73,
2009-01-26,96.17,84.04,80.02,
2009-01-27,95.48,83.15,78.51,
2009-01-28,98.22,84.25,79.07,
2009-01-29,98.98,86.92,81.41,
2009-01-30,98.72,89.16,82.38,
2009-02-02,96.48,87.19,80.79,
2009-02-03,92.25,84.48,78.99,
2009-02-04,91.57,85.27,79.52,
2009-02-05,92.26,84.24,78.28,
2009-02-06,94.01,84.3,78.22,
2009-02-09,94.38,85.27,78.46,
2009-02-10,95.98,86.5,79.54,
2009-02-11,94.67,84.97,78.4,
2009-02-12,91.04,84.16,77.85,
2009-02-13,91.93,82.02,76.7,
2009-02-17,95.07,85.9,79.46,
2009-02-18,89.11,84.46,77.55,
2009-02-19,88.27,82.91,76.87,
2009-02-20,90.66,84.55,77.74,
2009-02-23,93.02,83.72,77.16,
2009-02-24,89.13,77.95,71.51,
2009-02-25,88.93,77.57,70.05,
2009-02-26,89.37,77.67,71.06,
2009-02-27,91.08,77.55,70.98,
2009-03-02,93.86,83.9,74.87,
2009-03-03,90.75,80.88,72.45,
2009-03-04,85.6,77.31,69.77,
2009-03-05,89.88,81.51,72.7,
2009-03-06,88.26,81.59,72.93,
2009-03-09,90.09,80.68,71.79,
2009-03-10,85.36,77.12,69.02,
2009-03-11,85.35,74.48,67.67,
2009-03-12,81.81,71.86,65.6,
2009-03-13,78.13,70.06,64.85,
2009-03-16,80.07,72.23,65.61,
2009-03-17,75.21,67.89,62.97,
2009-03-18,74.8,64.51,60.51,
2009-03-19,73.56,65.04,61.2,
2009-03-20,73.11,65.36,62.24,
2009-03-23,71.39,58.9,57.92,
2009-03-24,70.16,56.85,55.76,
2009-03-25,71.76,62.22,57.89,
2009-03-26,70.97,57.05,53.64,
2009-03-27,71.68,57.23,53.51,
2009-03-30,74.68,64.29,57.21,
2009-03-31,72.71,59.42,54.19,
2009-04-01,70.39,57.7,52.57,
2009-04-02,69.61,58.15,52.54,
2009-04-03,67.86,56.79,51.81,
2009-04-06,68.26,57.47,52.45,
2009-04-07,66.39,55.32,51.4,
2009-04-08,68.72,52.36,49.52,
2009-04-09,65.22,50.67,47.68,
2009-04-13,67.51,51.26,48.99,
2009-04-14,65.79,51.71,48.31,
2009-04-15,64.95,50.54,48.16,
2009-04-16,69.72,56.94,49.87,
2009-04-17,68.92,55.26,50.0,
2009-04-20,75.48,61.69,55.31,47.14
2009-04-21,75.48,61.31,55.03,47.65
2009-04-22,75.52,60.63,54.89,47.84
2009-04-23,72.81,62.98,56.99,
2009-04-24,72.04,62.92,56.74,
2009-04-27,74.16,64.87,57.65,
2009-04-28,74.22,64.96,57.5,
2009-04-29,72.12,63.74,56.37,
2009-04-30,71.42,63.51,56.41,
2009-05-01,69.82,62.39,55.88,
2009-05-04,70.36,62.58,55.63,
2009-05-05,70.77,62.96,55.98,
2009-05-06,71.15,63.57,55.74,
2009-05-07,72.79,65.71,57.06,
2009-05-08,74.66,66.07,56.78,
2009-05-11,76.86,67.51,58.75,
2009-05-12,77.53,67.72,59.52,
2009-05-13,81.87,69.22,60.34,
2009-05-14,79.38,66.77,58.4,
2009-05-15,80.29,68.83,60.83,
2009-05-18,76.41,67.3,59.98,
2009-05-19,74.4,64.87,58.38,
2009-05-20,77.45,66.9,59.22,
2009-05-21,84.69,71.46,62.86,
2009-05-22,87.28,73.02,64.29,
2009-05-26,91.23,76.35,66.64,
2009-05-27,90.86,79.9,70.35,
2009-05-28,88.19,79.11,69.21,
2009-05-29,83.91,76.95,68.04,
2009-06-01,84.23,75.49,66.9,
2009-06-02,83.82,74.42,66.11,
2009-06-03,84.89,75.68,67.13,
2009-06-04,81.26,72.4,65.67,
2009-06-05,82.11,71.54,64.69,
2009-06-08,82.69,72.29,64.34,
2009-06-09,81.64,71.94,63.54,
2009-06-10,86.92,72.71,64.6,
2009-06-11,85.22,70.59,62.85,
2009-06-12,85.43,70.45,63.37,
2009-06-15,85.05,73.43,64.16,
2009-06-16,88.49,76.22,66.49,
2009-06-17,86.49,76.09,65.39,
2009-06-18,83.87,73.29,63.71,
2009-06-19,84.15,70.35,63.0,
2009-06-22,86.1,75.43,65.29,
2009-06-23,85.64,73.99,64.51,
2009-06-24,83.96,72.44,64.14,
2009-06-25,82.57,69.37,62.92,
2009-06-26,77.6,65.39,61.36,
2009-06-29,79.69,66.18,62.66,
2009-06-30,79.6,67.64,63.29,
2009-07-01,79.68,67.25,62.65,
2009-07-02,81.32,69.85,65.33,
2009-07-06,83.2,73.39,67.43,
2009-07-07,85.63,73.58,68.34,
2009-07-08,86.17,76.73,70.46,
2009-07-09,82.88,71.9,67.46,
2009-07-10,81.42,69.66,65.94,
2009-07-13,80.58,65.49,62.49,
2009-07-14,81.52,64.33,61.15,
2009-07-15,85.64,64.86,62.01,
2009-07-16,83.64,63.22,60.45,
2009-07-17,82.49,63.51,59.38,
2009-07-20,80.98,63.61,59.67,
2009-07-21,80.45,62.7,59.29,
2009-07-22,75.3,61.12,57.5,
2009-07-23,72.8,60.9,57.12,
2009-07-24,73.01,59.71,56.2,
2009-07-27,74.35,61.85,58.06,
2009-07-28,76.68,64.14,58.76,
2009-07-29,77.1,64.03,58.94,
2009-07-30,73.88,61.28,57.69,
2009-07-31,73.47,60.97,57.24,
2009-08-03,72.79,61.54,57.67,
2009-08-04,71.05,60.09,57.21,
2009-08-05,70.13,59.17,56.65,
2009-08-06,73.17,60.56,57.52,
2009-08-07,71.53,59.26,55.7,
2009-08-10,72.59,60.29,57.08,
2009-08-11,75.6,61.61,58.27,
2009-08-12,81.28,61.74,57.42,
2009-08-13,79.96,61.65,57.71,
2009-08-14,80.45,61.13,58.69,
2009-08-17,84.22,65.13,60.89,
2009-08-18,81.11,62.81,59.5,
2009-08-19,76.32,61.6,59.64,
2009-08-20,76.7,61.07,58.66,
2009-08-21,76.55,62.42,58.22,
2009-08-24,78.47,63.32,58.52,
2009-08-25,77.76,63.67,58.66,
2009-08-26,77.97,63.55,58.45,
2009-08-27,75.59,60.92,58.62,
2009-08-28,74.41,62.43,58.76,
2009-08-31,77.12,63.68,60.27,
2009-09-01,81.0,67.02,63.29,
2009-09-02,77.07,65.56,62.55,
2009-09-03,75.48,63.93,61.7,
2009-09-04,77.51,64.25,60.09,
2009-09-08,75.69,64.83,60.91,
2009-09-09,76.17,61.74,59.11,
2009-09-10,71.39,59.71,56.42,
2009-09-11,72.36,59.37,56.76,
2009-09-14,71.14,59.01,56.91,
2009-09-15,72.25,57.06,55.2,
2009-09-16,71.7,57.78,55.04,
2009-09-17,69.36,55.88,52.69,
2009-09-18,70.39,56.64,53.25,
2009-09-21,71.0,56.14,53.01,
2009-09-22,68.26,52.65,50.63,
2009-09-23,68.18,51.8,48.3,
2009-09-24,70.78,54.9,50.7,
2009-09-25,71.74,55.4,50.73,
2009-09-28,70.54,54.87,50.73,
2009-09-29,68.99,54.25,50.77,
2009-09-30,71.32,55.99,52.02,
2009-10-01,76.25,61.23,55.28,
2009-10-02,76.13,62.86,55.95,
2009-10-05,73.56,59.58,53.96,
2009-10-06,71.5,56.99,52.25,
2009-10-07,71.01,56.19,51.72,
2009-10-08,68.1,54.49,50.12,
2009-10-09,65.54,51.63,47.0,
2009-10-12,64.97,51.27,47.32,
2009-10-13,64.97,50.66,46.87,
2009-10-14,68.84,49.94,46.82,
2009-10-15,67.07,49.87,46.03,
2009-10-16,69.85,49.17,46.85,
2009-10-19,67.76,49.76,45.51,
2009-10-20,68.63,51.22,45.75,
2009-10-21,78.16,52.69,46.22,
2009-10-22,77.6,54.0,46.74,
2009-10-23,79.88,57.94,50.18,
2009-10-26,82.28,62.61,53.99,
2009-10-27,80.41,61.93,54.17,
2009-10-28,85.43,66.69,57.69,
2009-10-29,78.1,60.38,53.92,
2009-10-30,89.9,74.71,62.69,
2009-11-02,91.98,77.11,63.82,
2009-11-03,90.16,73.28,61.27,
2009-11-04,85.97,68.99,58.67,
2009-11-05,79.1,61.95,54.74,
2009-11-06,73.72,57.96,52.48,
2009-11-09,68.83,52.8,50.04,
2009-11-10,68.49,53.36,48.53,
2009-11-11,73.05,55.33,51.08,
2009-11-12,80.77,63.09,55.66,
2009-11-13,80.28,62.24,55.39,
2009-11-16,83.31,64.3,55.14,
2009-11-17,83.97,63.13,53.69,
2009-11-18,79.15,61.11,53.86,
2009-11-19,79.27,62.18,54.55,
2009-11-20,75.56,59.93,53.26,
2009-11-23,75.84,58.51,52.55,
2009-11-24,75.05,57.66,52.89,
2009-11-25,73.91,58.06,52.9,
2009-11-27,83.24,66.02,57.37,
2009-11-30,81.58,66.34,57.89,
2009-12-01,80.74,63.32,55.59,
2009-12-02,78.26,62.63,55.1,
2009-12-03,78.52,62.51,56.16,
2009-12-04,77.18,63.91,57.37,
2009-12-07,77.75,64.49,56.75,
2009-12-08,79.57,66.06,58.17,
2009-12-09,84.93,65.55,57.91,
2009-12-10,84.56,64.02,56.56,
2009-12-11,82.87,61.89,56.16,
2009-12-14,81.64,63.69,54.83,
2009-12-15,80.99,62.27,54.88,
2009-12-16,82.05,61.08,54.3,
2009-12-17,83.56,62.17,56.21,
2009-12-18,81.75,61.21,54.9,
2009-12-21,79.62,56.8,51.72,
2009-12-22,71.45,54.87,52.39,
2009-12-23,69.81,55.56,51.51,
2009-12-24,68.81,54.01,51.59,
2009-12-28,69.89,55.99,53.84,
2009-12-29,69.1,55.02,51.25,
2009-12-30,70.36,56.4,52.4,
2009-12-31,74.99,57.76,53.79,
2010-01-04,73.3,58.45,54.06,
2010-01-05,70.36,54.63,51.77,
2010-01-06,67.65,53.43,51.09,
2010-01-07,67.15,51.27,50.14,
2010-01-08,65.71,52.59,50.51,
2010-01-11,64.87,51.74,49.13,
2010-01-12,70.42,54.76,52.94,
2010-01-13,75.53,54.69,51.43,
2010-01-14,74.52,54.21,51.15,
2010-01-15,74.27,54.92,54.07,
2010-01-19,73.5,55.06,51.61,
2010-01-20,80.36,58.97,53.64,
2010-01-21,88.82,66.75,59.57,
2010-01-22,100.06,80.06,68.22,
2010-01-25,90.58,74.52,64.39,
2010-01-26,90.04,70.87,61.97,
2010-01-27,85.86,70.13,62.0,
2010-01-28,87.91,71.25,62.12,
2010-01-29,89.0,76.09,65.39,
2010-02-01,83.73,69.58,61.41,
2010-02-02,80.98,64.39,58.3,
2010-02-03,80.55,66.09,59.37,
2010-02-04,91.42,76.49,66.28,
2010-02-05,88.22,75.98,65.72,
2010-02-08,90.01,75.49,66.4,
2010-02-09,88.8,73.27,65.13,
2010-02-10,92.18,72.24,64.02,
2010-02-11,89.59,70.79,62.5,
2010-02-12,88.16,68.92,61.91,
2010-02-16,81.77,64.11,58.17,
2010-02-17,80.29,63.45,57.92,
2010-02-18,79.2,60.0,55.77,
2010-02-19,77.97,61.47,55.29,
2010-02-22,75.44,61.0,55.3,
2010-02-23,77.82,65.37,58.22,
2010-02-24,75.93,62.85,55.84,
2010-02-25,75.3,61.57,54.51,
2010-02-26,73.13,55.92,53.16,
2010-03-01,73.24,56.59,53.65,
2010-03-02,73.43,55.77,53.39,
2010-03-03,72.61,55.09,53.03,
2010-03-04,70.51,54.68,51.75,
2010-03-05,71.06,52.84,50.3,
2010-03-08,70.9,54.75,50.75,
2010-03-09,71.49,55.48,52.33,
2010-03-10,76.2,55.51,52.07,
2010-03-11,76.16,55.72,52.06,
2010-03-12,73.74,55.48,51.72,
2010-03-15,75.22,55.34,52.15,
2010-03-16,76.41,55.35,51.73,
2010-03-17,73.16,55.75,50.55,
2010-03-18,76.46,54.7,50.92,
2010-03-19,76.68,56.37,52.55,
2010-03-22,77.75,54.66,51.59,
2010-03-23,78.31,54.67,52.08,
2010-03-24,80.68,58.59,53.92,
2010-03-25,83.82,61.04,54.86,
2010-03-26,81.56,62.46,56.05,
2010-03-29,78.75,61.54,54.19,
2010-03-30,76.91,59.53,53.34,
2010-03-31,77.49,60.78,54.0,
2010-04-01,78.29,61.83,54.13,
2010-04-05,76.97,59.68,52.45,
2010-04-06,76.82,57.88,50.74,
2010-04-07,78.16,61.01,52.63,
2010-04-08,77.06,57.55,51.45,
2010-04-09,78.24,57.69,50.97,
2010-04-12,80.06,57.3,49.18,
2010-04-13,79.97,58.03,50.35,
2010-04-14,83.31,57.93,51.95,
2010-04-15,83.1,60.82,54.75,
2010-04-16,86.29,67.62,60.04,
2010-04-19,81.72,62.65,56.67,
2010-04-20,79.65,55.7,53.71,
2010-04-21,83.89,58.87,54.77,
2010-04-22,85.76,58.56,54.06,
2010-04-23,88.14,58.96,55.19,
2010-04-26,87.53,62.37,57.04,
2010-04-27,103.23,76.1,65.42,
2010-04-28,101.7,78.82,66.74,
2010-04-29,92.44,70.74,62.37,
2010-04-30,101.41,79.73,68.24,
2010-05-03,95.68,74.16,63.62,
2010-05-04,101.88,89.13,74.53,
2010-05-05,105.59,89.49,75.11,
2010-05-06,125.36,117.51,93.99,
2010-05-07,135.38,121.96,99.56,
2010-05-10,110.96,98.59,84.89,
2010-05-11,113.95,96.1,83.07,
2010-05-12,116.53,89.6,77.21,
2010-05-13,123.17,94.22,79.31,
2010-05-14,128.34,111.04,90.55,
2010-05-17,120.97,100.58,85.71,
2010-05-18,135.82,102.72,88.04,
2010-05-19,128.44,102.47,89.37,
2010-05-20,145.12,115.62,98.06,
2010-05-21,130.67,110.66,97.11,
2010-05-24,123.87,99.16,90.48,
2010-05-25,119.36,95.98,87.42,
2010-05-26,115.68,90.96,83.07,
2010-05-27,107.64,83.16,75.42,
2010-05-28,110.13,84.35,74.95,
2010-06-01,109.92,89.3,77.74,
2010-06-02,98.02,80.54,71.91,
2010-06-03,95.61,77.64,69.79,
2010-06-04,103.31,90.26,77.81,
2010-06-07,102.76,90.19,78.12,
2010-06-08,101.79,88.56,75.9,
2010-06-09,111.77,86.09,74.37,
2010-06-10,108.61,82.14,71.85,
2010-06-11,103.69,81.39,71.41,
2010-06-14,99.92,78.46,69.42,
2010-06-15,99.0,76.18,67.49,
2010-06-16,93.67,76.51,68.57,
2010-06-17,89.65,75.18,68.44,
2010-06-18,92.36,70.14,64.8,
2010-06-21,96.01,73.17,66.97,
2010-06-22,101.65,79.1,69.89,
2010-06-23,98.93,81.07,71.15,
2010-06-24,103.69,87.9,74.97,
2010-06-25,97.51,84.23,73.91,
2010-06-28,99.01,84.55,73.88,
2010-06-29,104.0,93.53,80.29,
2010-06-30,105.16,91.16,78.29,
2010-07-01,100.69,88.04,76.7,
2010-07-02,97.19,82.69,72.56,
2010-07-06,97.58,83.33,73.0,
2010-07-07,92.14,77.5,68.39,
2010-07-08,89.85,75.19,67.46,
2010-07-09,88.58,74.13,66.38,
2010-07-12,91.75,74.45,67.06,
2010-07-13,90.8,73.72,66.13,
2010-07-14,96.13,74.41,67.32,
2010-07-15,97.75,75.18,67.55,
2010-07-16,101.57,77.86,67.98,
2010-07-19,102.58,75.93,66.28,
2010-07-20,98.89,73.75,63.88,
2010-07-21,97.02,75.76,64.4,
2010-07-22,93.2,72.52,63.65,
2010-07-23,89.9,69.47,62.34,
2010-07-26,88.55,68.24,61.07,
2010-07-27,90.14,69.0,61.22,
2010-07-28,90.71,71.88,62.04,
2010-07-29,90.62,70.7,60.64,
2010-07-30,89.55,70.99,60.81,
2010-08-02,85.02,66.7,58.21,
2010-08-03,85.04,67.19,59.24,
2010-08-04,85.05,66.05,58.67,
2010-08-05,86.52,66.93,59.22,
2010-08-06,87.44,68.03,59.63,
2010-08-09,87.86,67.14,59.14,
2010-08-10,90.35,67.64,59.24,
2010-08-11,102.65,73.6,63.4,
2010-08-12,99.75,72.98,63.15,
2010-08-13,99.54,72.42,63.68,
2010-08-16,98.73,72.38,61.98,
2010-08-17,93.25,68.58,59.66,
2010-08-18,91.3,68.36,59.11,
2010-08-19,91.96,70.57,61.43,
2010-08-20,89.34,69.51,60.34,
2010-08-23,87.66,67.87,60.75,
2010-08-24,85.7,68.77,60.68,
2010-08-25,82.64,67.26,58.51,
2010-08-26,82.95,67.18,58.8,
2010-08-27,79.0,62.69,55.61,
2010-08-30,82.52,65.92,57.77,
2010-08-31,81.49,65.7,57.35,
2010-09-01,78.28,63.12,56.18,
2010-09-02,79.05,63.84,56.86,
2010-09-03,76.64,61.52,55.2,
2010-09-07,78.98,63.67,56.38,
2010-09-08,89.88,64.42,55.97,
2010-09-09,87.97,61.9,54.51,
2010-09-10,87.6,60.97,53.91,
2010-09-13,87.33,60.92,52.57,
2010-09-14,87.95,61.07,51.81,
2010-09-15,88.4,61.59,54.35,
2010-09-16,87.63,61.56,53.44,
2010-09-17,85.45,61.95,54.0,
2010-09-20,81.5,60.55,53.63,
2010-09-21,80.97,62.49,54.2,
2010-09-22,81.86,64.46,54.97,
2010-09-23,83.02,66.51,57.27,
2010-09-24,80.0,64.17,55.37,
2010-09-27,82.62,65.64,57.1,
2010-09-28,83.62,67.26,57.47,
2010-09-29,83.35,66.48,58.55,
2010-09-30,86.49,70.13,61.23,
2010-10-01,84.08,66.7,58.68,
2010-10-04,86.22,69.64,60.91,
2010-10-05,82.62,64.66,58.04,
2010-10-06,81.05,64.95,57.84,
2010-10-07,80.7,64.78,58.09,
2010-10-08,81.41,63.22,56.84,
2010-10-11,84.75,63.06,56.01,
2010-10-12,84.77,63.97,56.31,
2010-10-13,88.72,65.53,58.18,
2010-10-14,87.14,68.36,59.71,
2010-10-15,89.82,64.31,57.98,
2010-10-18,91.75,64.37,57.08,
2010-10-19,91.53,70.03,60.91,
2010-10-20,85.48,64.34,58.11,
2010-10-21,83.59,62.16,55.9,
2010-10-22,81.97,61.81,57.59,
2010-10-25,82.02,64.42,60.51,
2010-10-26,82.79,67.46,61.72,
2010-10-27,80.42,69.28,62.13,
2010-10-28,78.47,65.91,61.26,
2010-10-29,77.46,65.91,60.95,
2010-11-01,79.72,69.2,62.58,
2010-11-02,80.18,69.09,61.63,
2010-11-03,76.57,66.98,58.98,
2010-11-04,70.78,62.45,57.05,
2010-11-05,74.02,62.25,56.9,
2010-11-08,73.67,61.67,56.23,
2010-11-09,76.49,64.34,57.58,
2010-11-10,83.07,64.28,57.85,
2010-11-11,,63.88,57.07,
2010-11-12,88.18,69.2,60.47,
2010-11-15,88.13,66.99,58.93,
2010-11-16,93.65,75.03,63.71,
2010-11-17,89.25,72.21,61.77,
2010-11-18,83.92,66.01,56.16,
2010-11-19,84.73,66.99,56.51,
2010-11-22,78.39,66.16,56.02,
2010-11-23,87.44,69.19,58.46,
2010-11-24,81.55,66.34,56.4,
2010-11-26,90.55,72.53,61.62,
2010-11-29,89.01,69.88,59.55,
2010-11-30,95.73,74.22,62.66,
2010-12-01,92.03,71.05,61.13,
2010-12-02,87.74,70.8,59.4,
2010-12-03,84.28,66.02,58.01,
2010-12-06,82.6,63.83,57.52,
2010-12-07,82.66,63.96,57.64,
2010-12-08,81.8,63.44,57.35,
2010-12-09,79.8,62.72,56.84,
2010-12-10,79.36,61.69,57.98,
2010-12-13,81.67,62.43,58.58,
2010-12-14,81.67,63.11,60.24,
2010-12-15,83.42,62.86,60.14,
2010-12-16,81.32,61.93,58.02,
2010-12-17,86.62,59.72,56.7,
2010-12-20,84.09,61.05,58.31,
2010-12-21,84.38,62.37,59.11,
2010-12-22,86.03,61.13,58.1,
2010-12-23,86.74,66.26,61.06,
2010-12-27,87.44,66.33,61.79,
2010-12-28,86.34,66.03,61.24,
2010-12-29,85.71,64.06,59.54,
2010-12-30,86.52,65.25,60.29,
2010-12-31,86.36,65.58,60.96,
2011-01-03,84.8,65.23,60.69,
2011-01-04,85.25,64.32,59.83,
2011-01-05,84.7,62.52,57.22,
2011-01-06,84.6,65.77,59.02,
2011-01-07,83.73,64.13,58.02,
2011-01-10,81.65,64.99,58.79,
2011-01-11,79.82,62.74,57.0,
2011-01-12,77.94,59.73,54.16,
2011-01-13,78.64,59.84,54.47,
2011-01-14,75.94,55.58,51.47,
2011-01-18,79.77,57.98,52.46,
2011-01-19,83.7,64.4,57.81,
2011-01-20,82.69,65.69,59.25,
2011-01-21,85.41,64.61,59.02,
2011-01-24,82.97,64.4,58.02,
2011-01-25,82.67,65.92,59.15,
2011-01-26,79.43,60.48,55.52,
2011-01-27,77.04,57.69,54.24,
2011-01-28,91.52,74.11,64.94,
2011-01-31,86.08,71.47,64.16,
2011-02-01,84.48,65.08,58.98,
2011-02-02,83.16,63.35,57.94,
2011-02-03,81.75,60.05,55.08,
2011-02-04,81.11,57.11,53.24,
2011-02-07,80.54,60.09,55.6,
2011-02-08,78.93,56.42,53.27,
2011-02-09,82.11,58.43,54.03,
2011-02-10,83.73,57.45,53.25,
2011-02-11,84.5,52.6,49.86,
2011-02-14,82.67,53.13,50.43,
2011-02-15,84.38,57.08,52.68,
2011-02-16,83.05,55.73,52.69,
2011-02-17,83.03,56.63,53.1,
2011-02-18,85.47,58.9,54.3,
2011-02-22,99.18,81.47,68.55,
2011-02-23,99.04,80.82,69.61,
2011-02-24,94.07,77.11,67.33,
2011-02-25,86.17,68.84,61.44,
2011-02-28,81.78,64.89,58.88,
2011-03-01,89.28,73.58,64.13,
2011-03-02,87.55,74.72,65.38,
2011-03-03,82.36,65.96,59.56,
2011-03-04,81.48,70.65,62.96,
2011-03-07,84.32,73.35,65.14,
2011-03-08,80.84,69.45,61.98,
2011-03-09,84.89,68.17,61.54,
2011-03-10,88.16,74.91,66.3,
2011-03-11,83.21,66.67,60.71,
2011-03-14,83.89,71.92,64.18,
2011-03-15,89.68,76.26,68.23,
2011-03-16,112.39,99.46,81.2,
2011-03-17,101.45,91.88,79.62,
2011-03-18,96.28,86.19,75.74,
2011-03-21,89.17,73.4,65.29,55.36
2011-03-22,87.39,71.01,63.98,54.56
2011-03-23,84.77,65.04,59.38,52.1
2011-03-24,84.17,62.0,56.18,
2011-03-25,84.53,62.02,56.23,
2011-03-28,89.94,66.22,59.28,
2011-03-29,84.96,65.03,58.84,
2011-03-30,82.75,62.32,55.88,
2011-03-31,82.51,60.55,55.41,
2011-04-01,81.98,61.45,55.76,
2011-04-04,81.84,61.83,56.52,
2011-04-05,81.44,58.25,53.65,
2011-04-06,83.22,56.21,51.86,
2011-04-07,82.39,58.59,54.26,
2011-04-08,83.43,63.11,58.03,
2011-04-11,84.16,56.31,52.73,
2011-04-12,85.36,61.0,56.8,
2011-04-13,86.04,56.06,52.93,
2011-04-14,86.07,53.06,50.88,
2011-04-15,85.72,52.65,47.78,
2011-04-18,89.11,59.05,53.2,
2011-04-19,85.73,53.23,48.02,
2011-04-20,86.21,49.6,48.68,
2011-04-21,87.71,53.36,49.37,
2011-04-25,87.68,58.78,53.83,
2011-04-26,85.72,58.84,53.56,
2011-04-27,83.21,57.84,53.88,
2011-04-28,82.89,52.16,49.72,
2011-04-29,83.98,57.67,52.9,
2011-05-02,88.5,64.7,58.21,
2011-05-03,90.62,68.08,61.21,
2011-05-04,91.39,68.0,61.52,
2011-05-05,95.08,78.5,69.36,
2011-05-06,94.43,77.93,68.86,
2011-05-09,90.86,70.37,63.46,
2011-05-10,87.56,63.96,58.49,
2011-05-11,96.25,70.42,63.27,
2011-05-12,93.57,65.98,59.36,
2011-05-13,93.86,68.72,61.9,
2011-05-16,94.44,72.04,64.27,
2011-05-17,93.64,71.6,64.5,
2011-05-18,90.7,63.42,57.89,
2011-05-19,87.53,59.9,54.88,
2011-05-20,90.23,66.87,61.14,
2011-05-23,92.08,71.35,64.41,
2011-05-24,88.47,69.72,62.86,
2011-05-25,85.29,65.22,59.96,
2011-05-26,81.48,60.26,55.87,
2011-05-27,81.46,60.04,55.92,
2011-05-31,80.92,59.64,54.85,
2011-06-01,87.59,68.96,62.27,
2011-06-02,85.22,68.93,61.23,
2011-06-03,85.54,70.22,61.77,
2011-06-06,88.15,73.06,63.39,
2011-06-07,83.72,67.7,59.98,
2011-06-08,88.98,69.24,61.67,
2011-06-09,85.65,64.42,57.35,
2011-06-10,93.34,69.0,60.69,
2011-06-13,98.35,74.13,63.88,
2011-06-14,91.74,69.96,60.68,
2011-06-15,105.07,85.55,71.65,
2011-06-16,100.39,89.38,77.32,
2011-06-17,95.31,85.1,74.01,
2011-06-20,90.25,79.93,69.31,52.47
2011-06-21,90.55,71.4,63.49,48.79
2011-06-22,91.71,69.66,60.92,48.83
2011-06-23,93.09,78.48,67.52,
2011-06-24,99.14,84.29,71.89,
2011-06-27,94.29,81.77,69.34,
2011-06-28,90.33,77.36,65.93,
2011-06-29,85.9,67.02,59.55,
2011-06-30,81.08,62.1,55.83,
