date,vov_30,vov_60,vov_90,vov_180
2026-08-07,90.42,76.0,71.75,59.13
2026-08-10,92.51,76.58,71.9,59.52
2026-08-11,90.9,75.63,71.61,59.1
2026-08-12,88.5,74.42,71.27,58.99
2026-08-13,89.42,76.81,71.94,59.61
2026-08-14,87.48,76.52,72.64,59.97
2026-08-17,93.92,80.79,74.69,60.15
2026-08-18,92.87,78.06,73.79,59.53
2026-08-19,86.53,75.63,72.59,59.32
2026-08-20,89.86,77.6,73.56,59.69
2026-08-21,86.27,75.15,71.68,59.55
2026-08-24,88.64,75.63,71.96,58.83
2026-08-25,85.67,74.1,70.78,58.57
2026-08-26,85.24,73.52,70.82,58.42
2026-08-27,82.9,73.23,70.37,58.82
2026-08-28,86.63,74.83,71.49,59.48
2026-08-31,86.29,74.71,71.23,59.65
2026-09-01,91.25,76.53,71.71,59.54
2026-09-02,86.25,73.95,70.58,59.29
2026-09-03,83.8,72.43,69.9,58.84
2026-09-04,84.42,73.35,70.74,59.42
2026-09-08,88.69,75.71,71.74,59.58
2026-09-09,94.5,76.65,72.66,59.97
2026-09-10,102.66,79.7,73.25,60.2
2026-09-11,91.28,75.11,70.57,58.34
2026-09-14,94.89,76.57,71.15,58.86
2026-09-15,94.91,76.19,71.35,59.39
2026-09-16,95.41,77.82,72.61,59.71
