scenario,spx_ret,idx,expiry,strike,type,qty,tenor,fwd,fwd_shocked,vol,vol_source,vol_shocked,base_price,price_vol_fixed,price_vol_shocked,pnl_vol_fixed,pnl_vol_shocked
-30%,-0.3,1,2026-10-21,30,C,-200,33,17.84074655844156,70.43967360303321,0.93651,ATM curve (fallback),1.8532285829489326,0.08191882964376981,40.29806555735882,40.96981128138443,-8043.22934554301,-8177.578490348133
-30%,-0.3,2,2026-11-18,25,C,100,61,18.696715095238087,61.964810604813934,0.7764633333333333,ATM curve (fallback),1.5504979747685002,0.6605384455215606,36.726166203350964,37.5352920995615,3606.56277578294,3687.475365403994
-30%,-0.3,3,2026-11-18,16,P,-100,61,18.696715095238087,61.964810604813934,0.7764633333333333,ATM curve (fallback),1.5504979747685002,1.0874645563163843,2.0924650027237936e-05,0.11143784213060355,108.7443631666357,97.60267141857807
-30%,-0.3,4,2026-12-16,22,C,-100,89,19.131337761904764,54.72385255671509,0.7278366666666667,ATM curve (fallback),1.3813956075298113,1.6980428622111705,32.42809981262745,33.35522090974285,-3073.005695041628,-3165.7178047531675
-30%,-0.3,5,2027-01-20,30,C,50,124,19.86506819047619,47.74856857152875,0.6773666666666667,ATM curve (fallback),1.2063478375253323,0.7187344398087057,18.364305741803456,21.37964078006023,882.2785650997375,1033.0453170125763
-25%,-0.25,0,2026-10-21,20,C,100,33,17.84074655844156,60.97948892217952,0.93651,ATM curve (fallback),1.8235487528710144,1.205154533527861,40.83163996197289,40.97538517740262,3962.648542844503,3977.023064387476
-25%,-0.25,1,2026-10-21,30,C,-200,33,17.84074655844156,60.97948892217952,0.93651,ATM curve (fallback),1.8235487528710144,0.08191882964376981,30.89014038421236,31.918321807221144,-6161.644310913718,-6367.280595515475
-25%,-0.25,2,2026-11-18,25,C,100,61,18.696715095238087,54.18282345586711,0.7764633333333333,ATM curve (fallback),1.5254377032091333,0.6605384455215606,29.016339267875484,30.126907822871832,2835.580082235392,2946.636937735027
-25%,-0.25,3,2026-11-18,16,P,-100,61,18.696715095238087,54.18282345586711,0.7764633333333333,ATM curve (fallback),1.5254377032091333,1.0874645563163843,0.00013020210012238442,0.16761969457744788,108.73343542162618,91.98448617389364
-25%,-0.25,4,2026-12-16,22,C,-100,89,19.131337761904764,48.32235765683872,0.7278366666666667,ATM curve (fallback),1.3602358768648959,1.6980428622111705,26.124575239667617,27.308915164343755,-2442.6532377456447,-2561.0872302132584
-25%,-0.25,5,2027-01-20,30,C,50,124,19.86506819047619,42.73357914161538,0.6773666666666667,ATM curve (fallback),1.1892214570226058,0.7187344398087057,13.95560379774969,17.18231078444599,661.8434678970492,823.1788172318641
-20%,-0.2,0,2026-10-21,20,C,100,33,17.84074655844156,51.80828675287989,0.93651,ATM curve (fallback),1.77398200112974,1.205154533527861,31.694299867170333,31.940658989452533,3048.9145333642473,3073.5504455924674
-20%,-0.2,1,2026-10-21,30,C,-200,33,17.84074655844156,51.80828675287989,0.93651,ATM curve (fallback),1.77398200112974,0.08191882964376981,21.838788409133848,23.358649950208132,-4351.373915898016,-4655.346224112873
-20%,-0.2,2,2026-11-18,25,C,100,61,18.696715095238087,46.63855451930735,0.7764633333333333,ATM curve (fallback),1.4835858376259736,0.6605384455215606,21.59390868685267,23.071460877833136,2093.3370241331113,2241.0922432311577
-20%,-0.2,3,2026-11-18,16,P,-100,61,18.696715095238087,46.63855451930735,0.7764633333333333,ATM curve (fallback),1.4835858376259736,1.0874645563163843,0.0008279189967391784,0.24830485240235886,108.6636637319645,83.91597039140254
-20%,-0.2,4,2026-12-16,22,C,-100,89,19.131337761904764,42.11641074426652,0.7278366666666667,ATM curve (fallback),1.324898103231198,1.6980428622111705,20.071303187943098,21.532107101431098,-1837.3260325731926,-1983.4064239219927
-20%,-0.2,5,2027-01-20,30,C,50,124,19.86506819047619,37.87178378663446,0.6773666666666667,ATM curve (fallback),1.1606195732390185,0.7187344398087057,9.992135784914586,13.24667931452949,463.670067255294,626.3972437360392
-15%,-0.15,0,2026-10-21,20,C,100,33,17.84074655844156,42.91723947761931,0.93651,ATM curve (fallback),1.6912031283487576,1.205154533527861,22.842832346222142,23.258055924471574,2163.7677812694283,2205.290139094371
-15%,-0.15,1,2026-10-21,30,C,-200,33,17.84074655844156,42.91723947761931,0.93651,ATM curve (fallback),1.6912031283487576,0.08191882964376981,13.354045954366272,15.403333321357781,-2654.4254249445003,-3064.282898342802
-15%,-0.15,2,2026-11-18,25,C,100,61,18.696715095238087,39.32474216035954,0.7764633333333333,ATM curve (fallback),1.4136911978715136,0.6605384455215606,14.567712726493449,16.401806289196227,1390.717428097189,1574.1267843674666
-15%,-0.15,3,2026-11-18,16,P,-100,61,18.696715095238087,39.32474216035954,0.7764633333333333,ATM curve (fallback),1.4136911978715136,1.0874645563163843,0.005327783671984132,0.35982801647641854,108.21367726444002,72.76365398399658
-15%,-0.15,4,2026-12-16,22,C,-100,89,19.131337761904764,36.100038368119186,0.7278366666666667,ATM curve (fallback),1.2658823120965292,1.6980428622111705,14.344814813373576,16.02880009641481,-1264.6771951162405,-1433.0757234203638
-15%,-0.15,5,2027-01-20,30,C,50,124,19.86506819047619,33.15850285074176,0.6773666666666667,ATM curve (fallback),1.1128530439458257,0.7187344398087057,6.586743404969176,9.571059331801232,293.4004482580235,442.61624459962627
-10%,-0.1,0,2026-10-21,20,C,100,33,17.84074655844156,34.29778913821464,0.93651,ATM curve (fallback),1.552958407075565,1.205154533527861,14.323628377474067,14.981835847838877,1311.8473843946208,1377.6681314311015
-10%,-0.1,1,2026-10-21,30,C,-200,33,17.84074655844156,34.29778913821464,0.93651,ATM curve (fallback),1.552958407075565,0.08191882964376981,6.122406392202993,8.291257283686447,-1208.0975125118448,-1641.8676908085351
-10%,-0.1,2,2026-11-18,25,C,100,61,18.696715095238087,32.23434656713318,0.7764633333333333,ATM curve (fallback),1.2969637689185856,0.6605384455215606,8.2528539890372,10.186333165208415,759.231554351564,952.5794719686855
-10%,-0.1,3,2026-11-18,16,P,-100,61,18.696715095238087,32.23434656713318,0.7764633333333333,ATM curve (fallback),1.2969637689185856,1.0874645563163843,0.03399057186453062,0.5080595903453865,105.34739844518538,57.94049659709978
-10%,-0.1,4,2026-12-16,22,C,-100,89,19.131337761904764,30.267449549942175,0.7278366666666667,ATM curve (fallback),1.1673230865110895,1.6980428622111705,9.121386298899907,10.80744006121081,-742.3343436688735,-910.939719899964
-10%,-0.1,5,2027-01-20,30,C,50,124,19.86506819047619,28.589199628653198,0.6773666666666667,ATM curve (fallback),1.033080629723699,0.7187344398087057,3.8597145372867985,6.164025831297411,157.04900487390466,272.26456957443526
-5%,-0.05,0,2026-10-21,20,C,100,33,17.84074655844156,25.94163919846686,0.93651,ATM curve (fallback),1.3220830361283364,1.205154533527861,6.530847945628819,7.29682635099319,532.5693412100958,609.167181746533
-5%,-0.05,1,2026-10-21,30,C,-200,33,17.84074655844156,25.94163919846686,0.93651,ATM curve (fallback),1.3220830361283364,0.08191882964376981,1.5018623346371085,2.6549732371680026,-283.98870099866775,-514.6108815048466
-5%,-0.05,2,2026-11-18,25,C,100,61,18.696715095238087,25.360542974546036,0.7764633333333333,ATM curve (fallback),1.1020233168635143,0.6605384455215606,3.336432017310068,4.6390385577845965,267.5893571788508,397.8500112263036
-5%,-0.05,3,2026-11-18,16,P,-100,61,18.696715095238087,25.360542974546036,0.7764633333333333,ATM curve (fallback),1.1020233168635143,1.0874645563163843,0.20604533640717423,0.7079953518352426,88.141921990921,37.94692044811416
-5%,-0.05,4,2026-12-16,22,C,-100,89,19.131337761904764,24.613030209677184,0.7278366666666667,ATM curve (fallback),1.0027244128131416,1.6980428622111705,4.742680450109992,5.919768363537595,-304.46375878988215,-422.1725501326425
-5%,-0.05,5,2027-01-20,30,C,50,124,19.86506819047619,24.15947599890005,0.6773666666666667,ATM curve (fallback),0.89985683965584,0.7187344398087057,1.9021599327700358,3.097043041588856,59.17127464806651,118.91543008900753
+5%,0.05,0,2026-10-21,20,C,100,33,17.84074655844156,15.172778407074073,0.93651,ATM curve (fallback),0.8331989257858635,1.205154533527861,0.41957470304722366,0.29534786089286796,-78.55798304806373,-90.98066726349931
+5%,0.05,1,2026-10-21,30,C,-200,33,17.84074655844156,15.172778407074073,0.93651,ATM curve (fallback),0.8331989257858635,0.08191882964376981,0.015166087303449444,0.005234966733348268,13.350548468064074,15.33677258208431
+5%,0.05,2,2026-11-18,25,C,100,61,18.696715095238087,16.497203268636415,0.7764633333333333,ATM curve (fallback),0.7014936003340168,0.6605384455215606,0.2831779919804833,0.1886436943758263,-37.73604535410773,-47.18947511457343
+5%,0.05,3,2026-11-18,16,P,-100,61,18.696715095238087,16.497203268636415,0.7764633333333333,ATM curve (fallback),0.7014936003340168,1.0874645563163843,1.7977900229252608,1.6037086696282066,-71.03254666088765,-51.62441133118223
+5%,0.05,4,2026-12-16,22,C,-100,89,19.131337761904764,17.318028156660432,0.7278366666666667,ATM curve (fallback),0.6734333908441824,1.6980428622111705,1.0419645964094488,0.8813478462666844,65.60782658017217,81.66950159444862
+5%,0.05,5,2027-01-20,30,C,50,124,19.86506819047619,18.440595794382048,0.6773666666666667,ATM curve (fallback),0.6409291383588328,0.7187344398087057,0.4741960783401384,0.3876947404726173,-12.226918073428363,-16.55198496680442
+10%,0.1,0,2026-10-21,20,C,100,33,17.84074655844156,12.504810255706587,0.93651,ATM curve (fallback),0.7298878515717271,1.205154533527861,0.08710416487363332,0.019929219716332318,-111.80503686542278,-118.52253138115287
+10%,0.1,1,2026-10-21,30,C,-200,33,17.84074655844156,12.504810255706587,0.93651,ATM curve (fallback),0.7298878515717271,0.08191882964376981,0.001400668578674846,3.183297459887641e-05,16.103632213018994,16.377399333834187
+10%,0.1,2,2026-11-18,25,C,100,61,18.696715095238087,14.29769144203474,0.7764633333333333,ATM curve (fallback),0.6265238673347002,0.6605384455215606,0.09307826498453016,0.024601312110458108,-56.74601805370304,-63.593713341110245
+10%,0.1,3,2026-11-18,16,P,-100,61,18.696715095238087,14.29769144203474,0.7764633333333333,ATM curve (fallback),0.6265238673347002,1.0874645563163843,2.8598749039508475,2.5234640946582534,-177.24103476344632,-143.59995383418692
+10%,0.1,4,2026-12-16,22,C,-100,89,19.131337761904764,15.504718551416097,0.7278366666666667,ATM curve (fallback),0.6190301150216981,1.6980428622111705,0.5699937755577276,0.3482372294252612,112.8049086653443,134.98056327859095
+10%,0.1,5,2027-01-20,30,C,50,124,19.86506819047619,17.01612339828791,0.6773666666666667,ATM curve (fallback),0.6044916100509989,0.7187344398087057,0.2936737915498298,0.1764940199905947,-21.253032412943792,-27.11202099090555
+15%,0.15,0,2026-10-21,20,C,100,33,17.84074655844156,9.836842104339103,0.93651,ATM curve (fallback),0.6265767773575908,1.205154533527861,0.007352541377674943,5.1471474705506385e-05,-119.78019921501861,-120.51030620531556
+15%,0.15,1,2026-10-21,30,C,-200,33,17.84074655844156,9.836842104339103,0.93651,ATM curve (fallback),0.6265767773575908,0.08191882964376981,4.075283464529717e-05,8.368408570567916e-10,16.375615361824902,16.383765761385792
+15%,0.15,2,2026-11-18,25,C,100,61,18.696715095238087,12.098179615433068,0.7764633333333333,ATM curve (fallback),0.5515541343353838,0.6605384455215606,0.020667846498518917,0.0006685945572168185,-63.98705990230417,-65.98698509643438
+15%,0.15,3,2026-11-18,16,P,-100,61,18.696715095238087,12.098179615433068,0.7764633333333333,ATM curve (fallback),0.5515541343353838,1.0874645563163843,4.32877782370582,4.036177666463314,-324.1313267389435,-294.871311014693
+15%,0.15,4,2026-12-16,22,C,-100,89,19.131337761904764,13.691408946171764,0.7278366666666667,ATM curve (fallback),0.564626839199214,1.6980428622111705,0.26669656456514695,0.0867725005324297,143.13462976460235,161.12703616787408
+15%,0.15,5,2027-01-20,30,C,50,124,19.86506819047619,15.591651002193771,0.6773666666666667,ATM curve (fallback),0.5680540817431651,0.7187344398087057,0.1682085880245066,0.06315554362539477,-27.526292589209955,-32.778944809165544
+20%,0.2,0,2026-10-21,20,C,100,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.5232657031434543,1.205154533527861,0.002518760145141529,7.474868903265026e-08,-120.26357733827196,-120.5154458779172
+20%,0.2,1,2026-10-21,30,C,-200,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.5232657031434543,0.08191882964376981,9.29326161383316e-06,3.2119375138957647e-15,16.381907276431196,16.38376592875332
+20%,0.2,2,2026-11-18,25,C,100,61,18.696715095238087,9.898667788831395,0.7764633333333333,ATM curve (fallback),0.4765844013360673,0.6605384455215606,0.0024913336741326586,5.851936948865563e-07,-65.80471118474279,-66.05378603278658
+20%,0.2,3,2026-11-18,16,P,-100,61,18.696715095238087,9.898667788831395,0.7764633333333333,ATM curve (fallback),0.4765844013360673,1.0874645563163843,6.1726045127088565,6.066103404381247,-508.51399563924724,-497.8638848064863
+20%,0.2,4,2026-12-16,22,C,-100,89,19.131337761904764,11.878099340927431,0.7278366666666667,ATM curve (fallback),0.5102235633767297,1.6980428622111705,0.10022905149864005,0.009471425839169096,159.78138107125304,168.85714363720015
+20%,0.2,5,2027-01-20,30,C,50,124,19.86506819047619,14.167178606099629,0.6773666666666667,ATM curve (fallback),0.5316165534353312,0.7187344398087057,0.08735575339083909,0.015914743625616165,-31.568934320893327,-35.140984809154475
+25%,0.25,0,2026-10-21,20,C,100,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.4199546289293179,1.205154533527861,0.002518760145141529,3.2514374227494286e-11,-120.26357733827196,-120.51545334953467
+25%,0.25,1,2026-10-21,30,C,-200,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.4199546289293179,0.08191882964376981,9.29326161383316e-06,1.5936552710566954e-22,16.381907276431196,16.383765928753963
+25%,0.25,2,2026-11-18,25,C,100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.4016146683367508,0.6605384455215606,0.0008087114135968771,9.137780216312472e-11,-65.97297341079637,-66.05384454301829
+25%,0.25,3,2026-11-18,16,P,-100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.4016146683367508,1.0874645563163843,7.005184356209562,6.9534736640143615,-591.7719799893177,-586.6009107697977
+25%,0.25,4,2026-12-16,22,C,-100,89,19.131337761904764,10.064789735683098,0.7278366666666667,ATM curve (fallback),0.4558202875542455,1.6980428622111705,0.027360937399569005,0.0002135995374413947,167.06819248116017,169.78292626737291
+25%,0.25,5,2027-01-20,30,C,50,124,19.86506819047619,12.74270621000549,0.6773666666666667,ATM curve (fallback),0.49517902512749734,0.7187344398087057,0.04002929933562582,0.0023707227846971168,-33.93525702365399,-35.81818585120043
+30%,0.3,0,2026-10-21,20,C,100,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.31664355471518146,1.205154533527861,0.002518760145141529,3.684655123688289e-18,-120.26357733827196,-120.51545335278611
+30%,0.3,1,2026-10-21,30,C,-200,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.31664355471518146,0.08191882964376981,9.29326161383316e-06,7.206518421131436e-38,16.381907276431196,16.383765928753963
+30%,0.3,2,2026-11-18,25,C,100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.3266449353374344,0.6605384455215606,0.0008087114135968771,2.5092323612122882e-15,-65.97297341079637,-66.05384455215581
+30%,0.3,3,2026-11-18,16,P,-100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.3266449353374344,1.0874645563163843,7.005184356209562,6.953364305457694,-591.7719799893177,-586.589974914131
+30%,0.3,4,2026-12-16,22,C,-100,89,19.131337761904764,9.0,0.7278366666666667,ATM curve (fallback),0.40141701173176125,1.6980428622111705,0.010311297498259217,1.8242030612164114e-06,168.77315647129112,169.80410380081094
+30%,0.3,5,2027-01-20,30,C,50,124,19.86506819047619,11.31823381391135,0.6773666666666667,ATM curve (fallback),0.45874149681966353,0.7187344398087057,0.015573798519541274,0.00015647056525056573,-35.15803206445822,-35.928898462172754
+35%,0.35,0,2026-10-21,20,C,100,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.21333248050104514,1.205154533527861,0.002518760145141529,4.853571172053047e-37,-120.26357733827196,-120.51545335278611
+35%,0.35,1,2026-10-21,30,C,-200,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.21333248050104514,0.08191882964376981,9.29326161383316e-06,3.740739615387451e-80,16.381907276431196,16.383765928753963
+35%,0.35,2,2026-11-18,25,C,100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.2516752023381179,0.6605384455215606,0.0008087114135968771,2.3334151531970084e-24,-65.97297341079637,-66.05384455215606
+35%,0.35,3,2026-11-18,16,P,-100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.2516752023381179,1.0874645563163843,7.005184356209562,6.953361542906862,-591.7719799893177,-586.5896986590478
+35%,0.35,4,2026-12-16,22,C,-100,89,19.131337761904764,9.0,0.7278366666666667,ATM curve (fallback),0.34701373590927703,1.6980428622111705,0.010311297498259217,3.904350593611279e-08,168.77315647129112,169.80428231676646
+35%,0.35,5,2027-01-20,30,C,50,124,19.86506819047619,9.89376141781721,0.6773666666666667,ATM curve (fallback),0.4223039685118297,0.7187344398087057,0.004861764981055639,2.7910791955785763e-06,-35.6936337413825,-35.936582436475504
+40%,0.4,0,2026-10-21,20,C,100,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.2,1.205154533527861,0.002518760145141529,9.271477897038773e-42,-120.26357733827196,-120.51545335278611
+40%,0.4,1,2026-10-21,30,C,-200,33,17.84074655844156,9.0,0.93651,ATM curve (fallback),0.2,0.08191882964376981,9.29326161383316e-06,8.917694498776976e-91,16.381907276431196,16.383765928753963
+40%,0.4,2,2026-11-18,25,C,100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.2,0.6605384455215606,0.0008087114135968771,3.799245259036401e-37,-65.97297341079637,-66.05384455215606
+40%,0.4,3,2026-11-18,16,P,-100,61,18.696715095238087,9.0,0.7764633333333333,ATM curve (fallback),0.2,1.0874645563163843,7.005184356209562,6.953361540588257,-591.7719799893177,-586.5896984271873
+40%,0.4,4,2026-12-16,22,C,-100,89,19.131337761904764,9.0,0.7278366666666667,ATM curve (fallback),0.2926104600867927,1.6980428622111705,0.010311297498259217,9.551242848259902e-11,168.77315647129112,169.8042862115658
+40%,0.4,5,2027-01-20,30,C,50,124,19.86506819047619,9.0,0.6773666666666667,ATM curve (fallback),0.3858664402039958,0.7187344398087057,0.0020167663807496828,2.7491330164304166e-08,-35.8358836713978,-35.93672061586877
